"Customer.Type","Type.of.Travel","Class","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","satisfaction"
"0","1","2",64,109,"0"
"0","0","0",1,10,"1"
"0","0","0",1,4,"1"
"0","0","0",0,0,"0"
"0","0","0",111,109,"1"
"0","1","2",2,0,"0"
"0","0","0",0,0,"0"
"1","0","2",2,0,"1"
"1","0","2",0,0,"0"
"0","1","2",26,22,"1"
"0","1","2",0,0,"0"
"0","1","2",32,33,"0"
"0","0","2",0,0,"0"
"0","0","0",24,5,"1"
"1","0","0",74,77,"0"
"0","0","0",25,25,"0"
"0","0","1",0,9,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","1","2",17,51,"0"
"0","1","2",0,0,"0"
"0","1","2",34,33,"0"
"0","1","2",0,9,"0"
"0","0","2",0,0,"0"
"0","0","2",0,15,"0"
"0","1","2",8,0,"0"
"0","1","2",66,65,"0"
"0","0","0",8,11,"1"
"0","0","0",2,0,"1"
"0","1","2",112,101,"0"
"0","0","2",0,0,"1"
"1","0","0",0,3,"0"
"0","0","0",10,0,"1"
"0","1","2",0,0,"0"
"1","0","2",26,34,"0"
"0","0","0",156,155,"0"
"0","1","2",4,0,"0"
"0","1","2",4,1,"0"
"0","0","1",0,0,"1"
"0","1","2",13,2,"0"
"0","1","1",4,16,"0"
"0","0","2",9,2,"0"
"1","0","2",0,0,"0"
"0","0","0",0,0,"0"
"1","0","2",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",1,0,"0"
"0","0","0",10,11,"1"
"0","1","1",0,0,"0"
"0","0","0",0,4,"1"
"0","0","0",0,0,"1"
"0","0","0",0,1,"1"
"0","0","0",0,0,"1"
"1","0","0",0,0,"1"
"0","1","0",12,21,"0"
"0","0","2",30,19,"1"
"0","1","0",0,7,"0"
"0","0","0",43,38,"1"
"0","0","0",0,14,"1"
"0","1","0",0,0,"0"
"1","0","2",0,2,"0"
"0","0","1",0,0,"0"
"1","0","1",0,0,"0"
"0","0","0",6,13,"1"
"0","0","1",0,0,"1"
"0","0","0",62,60,"1"
"0","1","2",16,0,"0"
"0","0","0",0,0,"1"
"0","0","0",26,0,"1"
"0","0","0",0,0,"1"
"0","1","2",45,19,"0"
"0","1","2",0,0,"0"
"0","0","1",0,0,"1"
"0","0","0",0,0,"1"
"1","0","0",0,7,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"1","1","2",7,12,"0"
"0","0","0",41,32,"1"
"0","0","0",0,0,"1"
"1","0","2",0,0,"0"
"1","0","1",0,0,"0"
"0","0","2",0,0,"1"
"0","1","2",7,32,"0"
"0","1","2",23,32,"0"
"0","0","0",0,0,"1"
"0","1","0",14,0,"0"
"1","0","2",0,0,"0"
"0","1","0",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,13,"1"
"0","0","2",7,1,"0"
"1","0","2",18,19,"0"
"0","0","0",0,0,"1"
"0","0","2",28,45,"1"
"0","0","0",0,0,"1"
"0","0","0",4,0,"1"
"1","0","0",0,0,"1"
"0","0","2",2,0,"1"
"0","0","0",3,0,"1"
"0","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","2",0,0,"1"
"0","1","2",0,17,"0"
"1","0","2",154,154,"1"
"0","1","2",0,0,"0"
"0","1","2",23,33,"0"
"0","1","1",6,7,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"0"
"0","1","2",37,29,"0"
"0","1","2",19,15,"0"
"0","1","1",0,0,"0"
"0","1","0",0,0,"0"
"1","0","2",46,41,"0"
"1","0","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","1",0,0,"0"
"1","0","0",4,3,"0"
"0","1","1",20,20,"0"
"0","0","0",55,43,"1"
"0","0","2",0,5,"1"
"1","0","2",0,0,"0"
"0","0","0",2,0,"0"
"0","0","0",0,0,"1"
"0","0","0",44,43,"0"
"0","0","2",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",14,2,"0"
"1","0","2",0,0,"0"
"0","0","0",1,0,"0"
"0","1","0",7,0,"0"
"0","1","2",150,147,"0"
"0","0","0",3,2,"1"
"0","1","2",0,0,"0"
"0","0","0",55,53,"1"
"0","0","0",0,1,"1"
"1","0","2",0,1,"0"
"0","0","2",0,2,"0"
"0","0","0",1,11,"0"
"0","0","0",0,0,"1"
"0","0","0",15,18,"1"
"0","0","0",0,5,"1"
"0","0","0",55,60,"1"
"0","0","2",35,62,"0"
"0","0","0",0,0,"1"
"0","0","0",0,13,"1"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"1","0","2",19,39,"0"
"0","1","2",228,217,"0"
"0","1","2",0,4,"0"
"0","0","1",0,60,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"1","0","0",0,0,"0"
"0","1","2",0,3,"1"
"1","0","0",1,0,"1"
"0","1","2",0,0,"0"
"0","1","2",2,0,"0"
"0","1","1",8,0,"0"
"0","0","2",101,124,"1"
"1","0","0",0,0,"0"
"0","0","0",55,48,"1"
"0","0","0",0,0,"1"
"0","1","1",0,1,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"1"
"1","0","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,3,"1"
"0","0","0",23,0,"1"
"0","0","0",0,0,"1"
"1","0","0",40,30,"0"
"0","0","0",36,53,"1"
"0","1","2",0,0,"0"
"0","0","2",0,0,"1"
"0","0","0",0,0,"0"
"0","1","0",0,0,"0"
"1","0","0",8,9,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",72,47,"1"
"0","1","2",0,0,"0"
"0","0","0",137,150,"1"
"1","0","0",27,40,"1"
"0","0","0",0,0,"0"
"1","0","2",0,0,"0"
"0","0","0",0,9,"0"
"1","0","0",0,0,"0"
"0","0","0",126,116,"1"
"0","0","0",45,39,"1"
"0","0","0",6,0,"0"
"0","0","0",7,4,"1"
"1","0","0",0,0,"0"
"1","0","2",0,0,"1"
"0","1","2",7,1,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"0"
"0","0","0",13,4,"1"
"0","0","0",161,171,"0"
"1","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",124,105,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"0"
"0","1","1",26,22,"0"
"0","1","2",4,5,"0"
"0","1","2",0,0,"0"
"0","0","0",80,73,"1"
"0","1","2",54,84,"0"
"0","0","0",19,15,"0"
"0","0","0",0,0,"1"
"0","0","2",50,40,"1"
"0","0","0",10,22,"0"
"0","0","0",0,0,"1"
"0","1","2",16,15,"0"
"0","0","0",0,0,"1"
"0","0","0",0,11,"1"
"0","0","0",42,30,"1"
"0","0","0",0,0,"1"
"0","1","2",126,123,"0"
"0","0","0",0,7,"1"
"0","1","2",27,0,"0"
"0","0","0",0,0,"1"
"0","0","2",0,0,"0"
"0","0","2",174,165,"0"
"0","1","2",0,0,"0"
"1","0","2",0,0,"0"
"1","0","2",0,0,"0"
"0","0","0",0,11,"1"
"0","1","2",0,0,"0"
"0","0","0",18,29,"1"
"0","0","0",54,41,"1"
"1","0","0",0,56,"1"
"0","0","0",0,39,"1"
"0","1","1",0,39,"0"
"0","0","0",0,0,"1"
"0","0","0",137,165,"0"
"0","0","0",0,0,"1"
"1","0","2",0,0,"0"
"1","0","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","2",5,6,"1"
"1","0","0",0,5,"0"
"0","0","0",0,0,"0"
"0","0","2",0,0,"1"
"0","1","2",0,0,"0"
"0","1","2",5,0,"0"
"0","0","0",11,0,"1"
"0","0","0",22,27,"0"
"0","0","1",0,6,"0"
"0","1","2",3,0,"1"
"0","1","2",0,0,"0"
"0","1","2",12,0,"0"
"0","0","0",0,0,"1"
"0","0","0",6,0,"1"
"0","0","0",3,1,"0"
"0","0","2",29,94,"1"
"0","1","2",0,0,"0"
"1","0","2",0,0,"1"
"0","1","2",0,0,"0"
"0","1","0",60,51,"1"
"0","0","0",5,0,"1"
"0","0","2",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",103,83,"1"
"0","0","0",53,20,"1"
"0","0","0",0,6,"0"
"0","0","0",0,0,"1"
"1","0","2",1,0,"0"
"0","1","2",11,39,"0"
"0","1","2",0,0,"0"
"0","0","2",313,336,"1"
"1","0","2",44,44,"0"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"1","0","0",19,0,"0"
"0","0","0",5,0,"1"
"0","0","0",0,0,"1"
"1","0","2",5,17,"0"
"0","0","1",0,0,"1"
"0","0","2",0,14,"1"
"0","0","0",23,17,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","1","2",7,0,"0"
"0","1","2",136,124,"0"
"0","0","0",160,155,"1"
"0","1","2",0,0,"1"
"0","1","2",2,0,"0"
"0","1","2",46,59,"0"
"0","0","0",232,219,"1"
"1","0","1",8,13,"0"
"0","0","1",53,42,"0"
"0","0","0",0,0,"0"
"0","0","0",11,15,"1"
"0","0","0",0,0,"1"
"1","0","2",0,0,"0"
"0","1","1",0,0,"0"
"0","1","2",22,12,"0"
"0","1","1",4,34,"0"
"0","1","2",0,0,"0"
"0","1","2",80,82,"0"
"0","1","2",12,8,"0"
"0","0","0",0,0,"1"
"0","1","2",7,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"1","0","0",2,1,"0"
"0","1","2",0,0,"0"
"0","1","2",1,0,"0"
"0","0","0",22,11,"1"
"0","0","2",0,0,"1"
"0","1","2",38,37,"0"
"0","0","0",46,46,"0"
"0","1","2",0,0,"0"
"0","0","0",2,0,"1"
"0","0","2",90,87,"0"
"0","1","2",41,39,"0"
"0","0","0",0,0,"0"
"0","0","0",0,1,"1"
"0","1","2",5,4,"0"
"0","1","2",0,0,"0"
"0","1","2",1,0,"0"
"0","0","0",44,35,"0"
"1","0","0",0,0,"0"
"0","0","0",0,0,"1"
"1","0","2",36,40,"0"
"0","1","2",0,0,"0"
"1","0","0",0,3,"0"
"1","0","2",149,116,"0"
"1","0","2",0,5,"0"
"1","0","2",412,459,"1"
"0","1","2",21,0,"0"
"0","0","0",2,0,"1"
"0","0","0",30,31,"1"
"0","0","0",14,2,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","2",0,0,"0"
"1","0","0",5,4,"0"
"0","1","2",7,10,"0"
"0","0","0",70,89,"1"
"0","0","0",39,33,"1"
"0","1","2",9,13,"0"
"1","0","2",15,41,"0"
"0","1","2",8,11,"0"
"0","0","0",25,23,"1"
"0","1","2",0,0,"0"
"0","0","0",64,53,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","2",0,0,"1"
"0","0","0",42,28,"0"
"0","1","2",40,49,"0"
"1","0","0",1,0,"1"
"0","0","0",0,15,"0"
"0","1","2",69,54,"0"
"1","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"0"
"0","0","0",0,0,"1"
"1","0","2",0,24,"0"
"0","0","0",16,11,"1"
"1","0","1",0,0,"0"
"1","0","2",7,12,"0"
"0","1","2",185,175,"0"
"0","1","2",0,0,"0"
"0","0","0",0,2,"1"
"0","1","2",2,0,"0"
"0","1","2",0,4,"0"
"0","0","0",0,6,"1"
"0","0","0",0,0,"1"
"0","1","2",1,0,"0"
"1","0","0",5,4,"1"
"0","1","2",0,0,"0"
"1","0","2",35,31,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","1","2",70,68,"0"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"1","0","2",0,0,"0"
"0","0","0",21,19,"0"
"0","1","2",0,0,"0"
"0","0","1",0,0,"1"
"1","0","0",14,11,"1"
"0","1","2",4,6,"0"
"0","1","2",0,0,"0"
"0","1","2",0,8,"0"
"1","0","0",0,25,"0"
"0","0","0",0,0,"1"
"1","0","2",0,0,"0"
"0","1","1",0,0,"0"
"0","0","0",0,0,"1"
"0","0","2",0,0,"0"
"0","1","2",0,0,"0"
"1","0","2",0,0,"0"
"0","0","2",0,0,"0"
"0","1","2",24,22,"0"
"0","0","0",199,175,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"1","0","0",18,3,"0"
"1","0","0",0,2,"0"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","2",0,0,"0"
"1","0","0",0,31,"0"
"0","0","0",0,2,"1"
"0","1","2",0,0,"0"
"1","0","2",7,50,"0"
"0","1","2",0,0,"1"
"0","0","2",1,9,"1"
"0","0","0",5,5,"1"
"0","0","2",24,4,"0"
"1","0","2",70,62,"0"
"0","0","2",0,0,"0"
"0","1","0",40,21,"0"
"0","1","2",1,0,"1"
"1","0","0",39,38,"1"
"0","0","0",6,1,"1"
"0","1","1",0,0,"0"
"0","0","0",114,104,"0"
"1","0","2",0,0,"0"
"1","0","0",2,0,"0"
"1","0","2",0,0,"0"
"0","1","1",19,18,"0"
"1","0","0",0,0,"0"
"1","0","0",0,0,"1"
"0","1","2",0,2,"0"
"0","0","2",62,60,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",135,133,"0"
"0","0","1",0,17,"0"
"0","0","0",0,0,"1"
"0","0","0",0,1,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",44,52,"0"
"0","1","0",0,8,"0"
"0","0","0",0,0,"1"
"0","1","2",8,7,"0"
"0","0","0",4,6,"0"
"0","0","0",18,16,"0"
"1","0","2",4,46,"1"
"0","1","2",16,10,"0"
"0","0","2",0,0,"0"
"0","1","2",0,3,"0"
"1","0","0",0,0,"1"
"0","0","2",4,9,"1"
"0","1","2",0,0,"0"
"0","0","2",4,6,"0"
"0","1","2",48,32,"0"
"0","0","0",64,49,"1"
"0","1","2",0,0,"0"
"0","0","0",142,134,"1"
"0","0","2",0,1,"1"
"0","0","0",46,43,"0"
"0","1","2",2,0,"0"
"0","0","0",0,0,"1"
"1","0","2",59,81,"0"
"0","0","0",147,259,"1"
"0","1","1",0,0,"0"
"0","1","2",53,77,"0"
"0","1","2",85,80,"0"
"0","1","1",16,12,"0"
"0","1","0",0,0,"0"
"0","0","1",0,0,"1"
"0","1","2",52,79,"0"
"0","0","0",0,0,"1"
"0","1","2",0,3,"0"
"0","0","0",0,0,"1"
"0","0","0",0,16,"1"
"0","1","2",0,0,"0"
"0","1","2",5,16,"0"
"0","1","2",0,0,"0"
"0","1","2",1,6,"0"
"0","0","0",2,1,"1"
"0","1","2",4,4,"0"
"0","0","0",0,0,"1"
"0","0","0",66,68,"1"
"0","0","0",0,0,"1"
"0","0","0",0,3,"1"
"0","1","1",0,0,"0"
"0","0","0",235,222,"1"
"0","0","0",0,0,"1"
"1","0","2",0,0,"0"
"0","0","0",21,15,"0"
"1","0","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",5,6,"1"
"0","0","0",7,6,"1"
"0","0","0",6,0,"1"
"0","1","2",9,2,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","2",0,0,"1"
"1","0","0",113,203,"0"
"0","0","0",6,0,"1"
"0","1","2",18,6,"0"
"0","0","0",0,2,"1"
"0","0","0",25,24,"1"
"1","0","0",0,0,"0"
"0","1","2",0,0,"0"
"0","0","2",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",13,9,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",30,47,"0"
"0","1","2",8,12,"0"
"0","1","2",5,28,"0"
"0","1","0",21,11,"0"
"0","0","0",0,0,"1"
"1","0","2",0,22,"0"
"0","0","0",5,1,"0"
"0","0","0",4,0,"1"
"1","0","0",0,0,"0"
"0","0","0",0,0,"1"
"0","1","1",0,0,"0"
"0","1","2",0,0,"0"
"1","0","2",30,19,"1"
"0","1","2",9,0,"0"
"0","0","2",125,154,"0"
"0","0","0",5,3,"1"
"0","0","0",0,0,"0"
"0","0","2",391,354,"0"
"0","1","2",28,24,"0"
"0","1","2",1,6,"0"
"0","0","0",0,0,"1"
"0","0","0",11,0,"1"
"0","0","0",10,14,"0"
"0","0","2",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",26,16,"1"
"0","0","2",0,0,"1"
"0","0","0",2,9,"1"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,1,"1"
"1","0","0",0,6,"0"
"0","1","2",9,7,"0"
"1","0","0",0,0,"1"
"0","1","2",0,0,"1"
"0","0","0",0,1,"0"
"0","1","2",0,7,"0"
"0","1","2",0,0,"1"
"0","0","1",0,0,"0"
"1","0","0",0,40,"0"
"1","0","0",9,1,"0"
"0","0","0",26,37,"1"
"0","0","2",15,5,"0"
"0","0","0",22,20,"0"
"0","1","2",31,19,"0"
"0","0","0",0,0,"1"
"0","0","2",84,52,"0"
"0","0","0",0,5,"0"
"0","0","2",0,0,"1"
"0","0","1",0,0,"1"
"0","0","0",0,0,"1"
"0","0","1",138,138,"1"
"1","0","0",0,0,"0"
"0","0","0",0,0,"0"
"0","0","0",2,0,"1"
"0","0","0",1,0,"1"
"0","0","2",13,7,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"1","0","2",0,0,"0"
"0","0","2",0,0,"1"
"0","1","1",2,16,"0"
"1","0","2",0,0,"0"
"0","1","2",102,93,"1"
"0","1","2",0,0,"0"
"0","1","0",5,0,"1"
"0","1","2",0,2,"0"
"0","1","2",30,22,"0"
"1","0","0",0,0,"0"
"0","0","0",0,21,"1"
"0","0","0",6,23,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"1","0","1",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","1",25,17,"0"
"0","0","0",70,61,"1"
"0","0","2",0,0,"0"
"0","1","0",0,0,"0"
"1","0","0",0,0,"0"
"1","0","0",10,2,"0"
"0","0","0",0,0,"1"
"0","0","0",35,27,"0"
"0","1","2",0,0,"0"
"0","1","2",10,0,"0"
"0","0","0",0,0,"1"
"1","0","2",0,0,"0"
"0","0","0",0,0,"0"
"0","1","2",1,0,"0"
"1","0","2",5,28,"0"
"1","0","2",7,32,"0"
"1","0","2",0,0,"0"
"0","0","2",1,8,"1"
"0","0","0",0,1,"1"
"0","0","0",0,0,"1"
"0","0","0",0,3,"1"
"0","1","2",0,4,"0"
"0","0","0",85,75,"1"
"0","0","2",0,24,"0"
"1","0","0",0,0,"0"
"0","0","2",28,22,"1"
"0","1","2",23,17,"0"
"0","1","2",0,0,"0"
"1","0","2",14,9,"0"
"1","0","2",0,5,"0"
"0","0","0",0,0,"1"
"0","1","2",0,5,"0"
"0","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",22,12,"0"
"0","1","2",0,80,"0"
"0","0","0",3,16,"1"
"1","0","2",0,0,"0"
"1","0","0",0,0,"0"
"0","0","0",3,0,"1"
"1","0","0",0,0,"0"
"0","1","2",7,8,"0"
"0","0","2",17,11,"0"
"0","0","0",9,2,"1"
"0","0","0",47,39,"0"
"0","1","2",4,0,"0"
"0","0","0",0,0,"1"
"0","0","2",0,0,"1"
"0","0","1",0,0,"1"
"1","0","2",34,41,"0"
"0","1","0",52,31,"0"
"0","0","0",21,26,"1"
"0","0","0",0,0,"1"
"1","0","2",0,33,"0"
"0","0","0",29,15,"1"
"1","0","2",28,23,"0"
"1","0","2",196,214,"0"
"0","0","0",0,0,"1"
"0","0","0",16,17,"1"
"0","1","2",0,14,"0"
"0","0","0",5,0,"1"
"0","0","0",9,1,"1"
"0","1","2",83,83,"0"
"0","1","2",16,17,"0"
"0","1","2",2,4,"0"
"0","0","0",0,0,"1"
"0","1","2",0,2,"0"
"0","1","2",13,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"1","0","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","2",0,0,"1"
"0","0","0",12,8,"1"
"1","0","0",0,8,"0"
"0","0","0",0,0,"1"
"0","1","1",0,0,"0"
"0","0","2",5,10,"0"
"0","1","2",0,0,"0"
"0","0","0",6,38,"0"
"1","0","2",9,0,"1"
"0","0","0",92,78,"0"
"1","0","2",0,0,"0"
"0","1","1",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",29,31,"1"
"0","1","2",0,0,"0"
"1","0","0",0,0,"1"
"0","1","2",0,0,"1"
"1","0","2",0,8,"1"
"0","0","0",0,0,"1"
"0","0","0",13,0,"1"
"0","1","1",13,0,"1"
"1","0","0",1,10,"0"
"0","0","0",0,0,"1"
"0","0","0",0,12,"1"
"0","0","0",0,4,"1"
"1","0","1",17,8,"0"
"0","0","2",13,9,"0"
"0","0","0",0,0,"0"
"0","0","0",25,18,"1"
"1","0","0",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","2",0,0,"1"
"0","1","0",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",8,0,"1"
"1","0","2",140,133,"0"
"0","0","0",0,0,"1"
"0","1","2",0,14,"0"
"0","0","0",0,0,"0"
"0","1","2",0,2,"0"
"0","0","0",8,7,"1"
"0","0","0",0,0,"1"
"0","1","2",4,14,"1"
"0","1","2",9,3,"0"
"0","0","0",22,12,"0"
"1","0","2",0,0,"0"
"1","0","0",0,0,"0"
"0","1","2",13,18,"0"
"1","0","2",20,9,"0"
"0","0","2",0,7,"1"
"0","0","0",1,0,"0"
"0","1","2",7,10,"0"
"0","0","0",2,0,"1"
"0","0","2",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,2,"0"
"0","0","0",26,32,"1"
"0","1","2",71,69,"0"
"0","0","0",0,0,"1"
"0","0","1",0,0,"1"
"0","0","0",37,47,"0"
"0","0","0",3,9,"0"
"1","0","0",0,0,"1"
"0","0","0",29,20,"1"
"0","0","0",0,0,"1"
"0","0","0",0,19,"0"
"1","0","0",20,41,"0"
"0","0","0",6,6,"1"
"0","0","0",44,31,"0"
"0","1","2",0,7,"0"
"0","0","0",0,8,"1"
"1","0","0",1,0,"0"
"0","0","0",0,0,"1"
"1","0","0",2,0,"1"
"0","0","0",39,27,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",2,17,"0"
"1","0","0",10,0,"1"
"0","1","1",26,31,"0"
"0","0","0",1,3,"1"
"0","1","2",0,0,"0"
"0","0","0",2,0,"1"
"0","0","0",0,0,"1"
"1","0","2",22,19,"0"
"0","0","0",54,30,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"0"
"0","0","0",45,40,"0"
"0","0","0",0,0,"1"
"0","1","0",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",0,4,"1"
"0","1","2",0,0,"0"
"1","0","0",0,0,"1"
"1","0","0",0,0,"1"
"0","1","2",6,11,"1"
"0","0","0",5,18,"1"
"1","0","2",0,14,"1"
"0","1","2",0,5,"0"
"0","0","0",0,9,"1"
"0","0","0",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"0"
"0","1","2",21,23,"0"
"1","0","2",18,18,"0"
"0","0","0",12,22,"1"
"0","0","0",2,4,"1"
"1","0","2",0,17,"0"
"0","0","2",88,125,"0"
"0","1","2",0,0,"0"
"0","0","2",0,0,"0"
"0","0","0",0,4,"1"
"0","0","0",0,3,"1"
"0","0","0",0,12,"1"
"0","1","2",15,10,"0"
"0","0","0",0,0,"1"
"1","0","0",0,0,"1"
"0","0","0",0,5,"1"
"0","0","0",9,3,"1"
"0","0","0",0,0,"1"
"0","1","2",10,17,"0"
"0","1","2",0,0,"0"
"1","0","0",0,0,"1"
"0","0","0",56,41,"1"
"0","0","0",11,0,"1"
"0","0","2",24,21,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,1,"1"
"0","1","2",24,27,"1"
"0","1","2",0,3,"0"
"0","0","2",0,0,"1"
"0","1","2",25,38,"0"
"0","0","0",26,15,"0"
"0","0","1",0,0,"1"
"0","0","2",0,0,"1"
"1","0","0",0,0,"0"
"0","0","0",77,78,"0"
"0","0","0",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","1",0,1,"0"
"0","1","0",0,0,"0"
"0","0","0",10,0,"0"
"0","1","2",28,31,"0"
"0","1","2",12,2,"0"
"1","0","0",0,0,"0"
"0","0","0",0,0,"0"
"0","1","2",0,0,"0"
"0","0","1",0,0,"0"
"0","0","0",0,2,"0"
"1","0","2",2,0,"0"
"0","1","2",91,120,"0"
"1","0","2",0,0,"0"
"1","0","0",0,0,"1"
"0","0","1",1,0,"0"
"0","1","2",112,95,"0"
"0","0","2",1,0,"0"
"0","0","0",0,2,"0"
"0","0","0",25,24,"1"
"0","0","0",0,0,"1"
"0","0","2",187,214,"0"
"0","0","2",19,7,"0"
"0","1","2",0,0,"0"
"0","1","2",11,0,"0"
"0","1","1",0,0,"1"
"1","0","2",21,50,"0"
"1","0","0",131,125,"0"
"0","0","0",0,0,"1"
"0","0","0",57,54,"0"
"0","0","2",0,0,"1"
"0","1","2",11,1,"0"
"0","1","0",0,5,"1"
"0","1","2",0,1,"0"
"0","1","2",25,38,"0"
"1","0","0",11,7,"0"
"1","0","0",170,164,"0"
"0","1","2",4,10,"0"
"1","0","0",12,0,"1"
"0","1","2",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","2",0,7,"1"
"0","1","2",20,6,"0"
"0","1","2",0,5,"0"
"1","0","2",0,4,"0"
"0","0","1",0,0,"0"
"0","0","2",0,0,"1"
"0","0","0",0,0,"1"
"0","0","2",1,4,"0"
"0","0","0",0,0,"1"
"1","0","0",26,15,"1"
"0","0","0",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",4,2,"1"
"0","1","0",0,0,"0"
"0","0","0",8,10,"1"
"0","0","2",0,0,"0"
"0","0","2",0,0,"0"
"0","1","2",0,0,"1"
"0","1","2",65,71,"0"
"0","1","0",27,16,"0"
"1","0","2",0,0,"0"
"1","0","2",0,0,"1"
"0","1","2",0,4,"0"
"1","0","2",0,0,"0"
"0","1","2",0,0,"1"
"0","0","0",38,59,"1"
"0","0","0",0,7,"0"
"0","0","2",0,0,"0"
"0","0","1",0,0,"0"
"0","0","0",32,43,"1"
"0","1","2",82,70,"0"
"0","0","2",48,40,"1"
"0","1","2",0,0,"1"
"1","0","0",23,5,"0"
"0","1","2",0,0,"0"
"1","0","0",11,9,"0"
"0","0","0",7,1,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"1","0","2",126,110,"0"
"0","0","0",0,0,"1"
"0","1","0",8,7,"0"
"0","0","0",0,4,"1"
"1","0","2",31,29,"0"
"0","1","2",0,0,"0"
"0","0","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",56,60,"0"
"1","0","2",100,104,"1"
"0","0","0",0,21,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,2,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"0"
"0","1","1",0,0,"0"
"0","0","0",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"1","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","1","1",0,0,"0"
"0","0","0",11,13,"1"
"0","0","0",0,0,"0"
